Year,Month,County_City,Sale_Count
2020 , Jun,Chesapeake City,565
2020 , Jun,Chesterfield County,715
2020 , Jun,Clarke County,25
2020 , Jun,Colonial Heights City,22
2020 , Jun,Covington City,5
2020 , Jun,Craig County,6
2020 , Jun,Culpeper County,76
2020 , Jun,Cumberland County,13
2020 , Jun,Danville City,37
2020 , Jun,Dickenson County,0
2020 , Jun,Dinwiddie County,28
2020 , Jun,Emporia City,0
2020 , Jun,Essex County,14
2020 , Jun,Fairfax City,42
2020 , Jun,Fairfax County,1544
2020 , Jun,Falls Church City,11
2020 , Jun,Fauquier County,145
2020 , Jun,Floyd County,14
2020 , Jun,Fluvanna County,56
2020 , Jun,Franklin City,5
2020 , Jun,Franklin County,92
2020 , Jun,Frederick County,190
2020 , Jun,Fredericksburg City,38
2020 , Jun,Galax City,8
2020 , Jun,Giles County,21
2020 , Jun,Gloucester County,82
2020 , Jun,Goochland County,43
2020 , Jun,Grayson County,13
2020 , Jun,Greene County,36
2020 , Jun,Greensville County,1
2020 , Jun,Halifax County,23
2020 , Jun,Hampton City,232
2020 , Jun,Hanover County,193
2020 , Jun,Harrisonburg City,43
2020 , Jun,Henrico County,501
2020 , Jun,Henry County,38
2020 , Jun,Highland County,1
2020 , Jun,Hopewell City,37
2020 , Jun,Isle of Wight County,74
2020 , Jun,James City County,222
2020 , Jun,King and Queen County,11
2020 , Jun,King George County,60
2020 , Jun,King William County,39
2020 , Jun,Lancaster County,25
2020 , Jun,Lee County,0
2020 , Jun,Lexington City,8
2020 , Jun,Loudoun County,751
2020 , Jun,Louisa County,80
2020 , Jun,Lunenburg County,8
2020 , Jun,Lynchburg City,119
2020 , Jun,Madison County,10
2020 , Jun,Manassas City,58
2020 , Jun,Manassas Park City,19
2020 , Jun,Martinsville City,15
2020 , Jun,Mathews County,12
2020 , Jun,Mecklenburg County,14
2020 , Jun,Middlesex County,23
2020 , Jun,Montgomery County,134
2020 , Jun,Nelson County,27
2020 , Jun,New Kent County,51
2020 , Jun,Newport News City,271
2020 , Jun,Norfolk City,354
2020 , Jun,Northampton County,23
2020 , Jun,Northumberland County,43
2020 , Jun,Norton City,0
2020 , Jun,Nottoway County,11
2020 , Jun,Orange County,95
2020 , Jun,Page County,31
2020 , Jun,Patrick County,5
2020 , Jun,Petersburg City,36
2020 , Jun,Pittsylvania County,29
2020 , Jun,Poquoson City,21
2020 , Jun,Portsmouth City,194
2020 , Jun,Powhatan County,45
2020 , Jun,Prince Edward County,16
2020 , Jun,Prince George County,45
2020 , Jun,Prince William County,819
2020 , Jun,Pulaski County,40
2020 , Jun,Radford City,23
2020 , Jun,Rappahannock County,17
2020 , Jun,Richmond City,300
2020 , Jun,Richmond County,7
2020 , Jun,Roanoke City,154
2020 , Jun,Roanoke County,168
2020 , Jun,Rockbridge County,24
2020 , Jun,Rockingham County,94
2020 , Jun,Russell County,11
2020 , Jun,Salem City,37
2020 , Jun,Scott County,1
2020 , Jun,Shenandoah County,76
2020 , Jun,Smyth County,24
2020 , Jun,Southampton County,8
2020 , Jun,Spotsylvania County,302
2020 , Jun,Stafford County,421
2020 , Jun,Staunton City,43
2020 , Jun,Suffolk City,222
2020 , Jun,Surry County,4
2020 , Jun,Sussex County,8
2020 , Jun,Tazewell County,22
2020 , Jun,Virginia Beach City,798
2020 , Jun,Warren County,74
2020 , Jun,Washington County,38
2020 , Jun,Waynesboro City,47
2020 , Jun,Westmoreland County,42
2020 , Jun,Williamsburg City,24
2020 , Jun,Winchester City,46
2020 , Jun,Wise County,2
2020 , Jun,Wythe County,25
2020 , Jun,York County,135
2021 , Jul,Accomack County,64
2021 , Jul,Albemarle County,244
2021 , Jul,Alexandria City,279
2021 , Jul,Alleghany County,9
2021 , Jul,Amelia County,17
2021 , Jul,Amherst County,46
2021 , Jul,Appomattox County,18
2021 , Jul,Arlington County,286
2021 , Jul,Augusta County,87
2021 , Jul,Bath County,6
2021 , Jul,Bedford County,186
2021 , Jul,Bland County,4
2021 , Jul,Botetourt County,51
2021 , Jul,Bristol City,8
2021 , Jul,Brunswick County,1
2021 , Jul,Buchanan County,6
2021 , Jul,Buckingham County,21
2021 , Jul,Buena Vista City,9
2021 , Jul,Campbell County,64
2021 , Jul,Caroline County,79
2021 , Jul,Carroll County,38
2021 , Jul,Charles City County,5
2021 , Jul,Charlotte County,8
2021 , Jul,Charlottesville City,52
2021 , Jul,Chesapeake City,611
2021 , Jul,Chesterfield County,728
2021 , Jul,Clarke County,31
2021 , Jul,Colonial Heights City,28
2021 , Jul,Covington City,4
2021 , Jul,Craig County,4
2021 , Jul,Culpeper County,77
2021 , Jul,Cumberland County,9
2021 , Jul,Danville City,48
2021 , Jul,Dickenson County,0
2021 , Jul,Dinwiddie County,40
2021 , Jul,Emporia City,0
2021 , Jul,Essex County,28
2021 , Jul,Fairfax City,39
2021 , Jul,Fairfax County,1826
2021 , Jul,Falls Church City,28
2021 , Jul,Fauquier County,168
2021 , Jul,Floyd County,17
2021 , Jul,Fluvanna County,64
2021 , Jul,Franklin City,11
2021 , Jul,Franklin County,102
2021 , Jul,Frederick County,228
2021 , Jul,Fredericksburg City,40
2021 , Jul,Galax City,13
2021 , Jul,Giles County,14
2021 , Jul,Gloucester County,75
2021 , Jul,Goochland County,44
2021 , Jul,Grayson County,16
2021 , Jul,Greene County,39
2021 , Jul,Greensville County,1
2021 , Jul,Halifax County,20
2021 , Jul,Hampton City,238
2021 , Jul,Hanover County,234
2021 , Jul,Harrisonburg City,47
2021 , Jul,Henrico County,506
2021 , Jul,Henry County,36
2021 , Jul,Highland County,2
2021 , Jul,Hopewell City,30
2021 , Jul,Isle of Wight County,81
2021 , Jul,James City County,228
2021 , Jul,King and Queen County,3
2021 , Jul,King George County,55
2021 , Jul,King William County,43
2021 , Jul,Lancaster County,60
2021 , Jul,Lee County,0
2021 , Jul,Lexington City,8
2021 , Jul,Loudoun County,887
2021 , Jul,Louisa County,98
2021 , Jul,Lunenburg County,18
2021 , Jul,Lynchburg City,113
2021 , Jul,Madison County,13
2021 , Jul,Manassas City,71
2021 , Jul,Manassas Park City,28
2021 , Jul,Martinsville City,15
2021 , Jul,Mathews County,39
2021 , Jul,Mecklenburg County,23
2021 , Jul,Middlesex County,33
2021 , Jul,Montgomery County,105
2021 , Jul,Nelson County,40
2021 , Jul,New Kent County,58
2021 , Jul,Newport News City,292
2021 , Jul,Norfolk City,385
2021 , Jul,Northampton County,32
2021 , Jul,Northumberland County,56
2021 , Jul,Norton City,0
2021 , Jul,Nottoway County,16
2021 , Jul,Orange County,86
2021 , Jul,Page County,34
2021 , Jul,Patrick County,20
2021 , Jul,Petersburg City,40
2021 , Jul,Pittsylvania County,31
2021 , Jul,Poquoson City,29
2021 , Jul,Portsmouth City,201
2021 , Jul,Powhatan County,54
2021 , Jul,Prince Edward County,18
2021 , Jul,Prince George County,31
2021 , Jul,Prince William County,935
2021 , Jul,Pulaski County,35
2021 , Jul,Radford City,21
2021 , Jul,Rappahannock County,15
2021 , Jul,Richmond City,313
2021 , Jul,Richmond County,10
2021 , Jul,Roanoke City,142
2021 , Jul,Roanoke County,186
2021 , Jul,Rockbridge County,36
2021 , Jul,Rockingham County,110
2021 , Jul,Russell County,10
2021 , Jul,Salem City,45
2021 , Jul,Scott County,0
2021 , Jul,Shenandoah County,82
2021 , Jul,Smyth County,29
2021 , Jul,Southampton County,16
2021 , Jul,Spotsylvania County,278
2021 , Jul,Stafford County,343
2021 , Jul,Staunton City,50
2021 , Jul,Suffolk City,233
2021 , Jul,Surry County,10
2021 , Jul,Sussex County,12
2021 , Jul,Tazewell County,21
2021 , Jul,Virginia Beach City,1009
2021 , Jul,Warren County,101
2021 , Jul,Washington County,48
2021 , Jul,Waynesboro City,42
2021 , Jul,Westmoreland County,54
2021 , Jul,Williamsburg City,23
2021 , Jul,Winchester City,44
2021 , Jul,Wise County,0
2021 , Jul,Wythe County,29
2021 , Jul,York County,157
2020 , Aug,Accomack County,77
2020 , Aug,Albemarle County,166
2020 , Aug,Alexandria City,276
2020 , Aug,Alleghany County,13
2020 , Aug,Amelia County,11
2020 , Aug,Amherst County,37
2020 , Aug,Appomattox County,24
2020 , Aug,Arlington County,297
2020 , Aug,Augusta County,89
2020 , Aug,Bath County,6
2020 , Aug,Bedford County,163
2020 , Aug,Bland County,4
2020 , Aug,Botetourt County,56
2020 , Aug,Bristol City,5
2020 , Aug,Brunswick County,2
2020 , Aug,Buchanan County,4
2020 , Aug,Buckingham County,10
2020 , Aug,Buena Vista City,10
2020 , Aug,Campbell County,64
2020 , Aug,Caroline County,56
2020 , Aug,Carroll County,48
2020 , Aug,Charles City County,4
2020 , Aug,Charlotte County,8
2020 , Aug,Charlottesville City,48
2020 , Aug,Chesapeake City,536
2020 , Aug,Chesterfield County,736
2020 , Aug,Clarke County,28
2020 , Aug,Colonial Heights City,32
2020 , Aug,Covington City,5
2020 , Aug,Craig County,6
2020 , Aug,Culpeper County,91
2020 , Aug,Cumberland County,7
2020 , Aug,Danville City,53
2020 , Aug,Dickenson County,1
2020 , Aug,Dinwiddie County,39
2020 , Aug,Emporia City,1
2020 , Aug,Essex County,16
2020 , Aug,Fairfax City,35
2020 , Aug,Fairfax County,1710
2020 , Aug,Falls Church City,27
2020 , Aug,Fauquier County,126
2020 , Aug,Floyd County,19
2020 , Aug,Fluvanna County,70
2020 , Aug,Franklin City,9
2020 , Aug,Franklin County,114
2020 , Aug,Frederick County,212
2020 , Aug,Fredericksburg City,38
2020 , Aug,Galax City,7
2020 , Aug,Giles County,21
2020 , Aug,Gloucester County,71
2020 , Aug,Goochland County,50
2020 , Aug,Grayson County,22
2020 , Aug,Greene County,27
2020 , Aug,Greensville County,1
2020 , Aug,Halifax County,26
2020 , Aug,Hampton City,239
2020 , Aug,Hanover County,182
2020 , Aug,Harrisonburg City,43
2020 , Aug,Henrico County,504
2020 , Aug,Henry County,28
2020 , Aug,Highland County,8
2020 , Aug,Hopewell City,33
2020 , Aug,Isle of Wight County,85
2020 , Aug,James City County,198
2020 , Aug,King and Queen County,9
2020 , Aug,King George County,36
2020 , Aug,King William County,34
2020 , Aug,Lancaster County,38
2020 , Aug,Lee County,0
2020 , Aug,Lexington City,9
2020 , Aug,Loudoun County,808
2020 , Aug,Louisa County,85
2020 , Aug,Lunenburg County,10
2020 , Aug,Lynchburg City,116
2020 , Aug,Madison County,11
2020 , Aug,Manassas City,83
2020 , Aug,Manassas Park City,30
2020 , Aug,Martinsville City,16
2020 , Aug,Mathews County,22
2020 , Aug,Mecklenburg County,17
2020 , Aug,Middlesex County,25
2020 , Aug,Montgomery County,100
2020 , Aug,Nelson County,61
2020 , Aug,New Kent County,47
2020 , Aug,Newport News City,249
2020 , Aug,Norfolk City,368
2020 , Aug,Northampton County,33
2020 , Aug,Northumberland County,63
2020 , Aug,Norton City,0
2020 , Aug,Nottoway County,12
2020 , Aug,Orange County,82
2020 , Aug,Page County,34
2020 , Aug,Patrick County,19
2020 , Aug,Petersburg City,48
2020 , Aug,Pittsylvania County,49
2020 , Aug,Poquoson City,22
2020 , Aug,Portsmouth City,195
2020 , Aug,Powhatan County,38
2020 , Aug,Prince Edward County,21
2020 , Aug,Prince George County,41
2020 , Aug,Prince William County,853
2020 , Aug,Pulaski County,42
2020 , Aug,Radford City,13
2020 , Aug,Rappahannock County,15
2020 , Aug,Richmond City,321
2020 , Aug,Richmond County,3
2020 , Aug,Roanoke City,113
2020 , Aug,Roanoke County,195
2020 , Aug,Rockbridge County,34
2020 , Aug,Rockingham County,93
2020 , Aug,Russell County,10
2020 , Aug,Salem City,38
2020 , Aug,Scott County,1
2020 , Aug,Shenandoah County,100
2020 , Aug,Smyth County,23
2020 , Aug,Southampton County,13
2020 , Aug,Spotsylvania County,295
2020 , Aug,Stafford County,301
2020 , Aug,Staunton City,35
2020 , Aug,Suffolk City,223
2020 , Aug,Surry County,8
2020 , Aug,Sussex County,4
2020 , Aug,Tazewell County,21
2020 , Aug,Virginia Beach City,912
2020 , Aug,Warren County,94
2020 , Aug,Washington County,57
2020 , Aug,Waynesboro City,39
2020 , Aug,Westmoreland County,68
2020 , Aug,Williamsburg City,25
2020 , Aug,Winchester City,45
2020 , Aug,Wise County,1
2020 , Aug,Wythe County,32
2020 , Aug,York County,147
2020 , Sep,Accomack County,82
2020 , Sep,Albemarle County,176
2020 , Sep,Alexandria City,275
2020 , Sep,Alleghany County,13
2020 , Sep,Amelia County,15
2020 , Sep,Amherst County,44
2020 , Sep,Appomattox County,19
2020 , Sep,Arlington County,277
2020 , Sep,Augusta County,99
2020 , Sep,Bath County,6
2020 , Sep,Bedford County,150
2020 , Sep,Bland County,5
2020 , Sep,Botetourt County,47
2020 , Sep,Bristol City,6
2020 , Sep,Brunswick County,3
2020 , Sep,Buchanan County,3
2020 , Sep,Buckingham County,15
2020 , Sep,Buena Vista City,9
2020 , Sep,Campbell County,65
2020 , Sep,Caroline County,54
2020 , Sep,Carroll County,58
2020 , Sep,Charles City County,3
2020 , Sep,Charlotte County,4
2020 , Sep,Charlottesville City,52
2020 , Sep,Chesapeake City,527
2020 , Sep,Chesterfield County,700
2020 , Sep,Clarke County,28
2020 , Sep,Colonial Heights City,15
2020 , Sep,Covington City,5
2020 , Sep,Craig County,7
2020 , Sep,Culpeper County,84
2020 , Sep,Cumberland County,19
2020 , Sep,Danville City,50
2020 , Sep,Dickenson County,0
2020 , Sep,Dinwiddie County,19
2020 , Sep,Emporia City,1
2020 , Sep,Essex County,18
2020 , Sep,Fairfax City,31
2020 , Sep,Fairfax County,1616
2020 , Sep,Falls Church City,16
2020 , Sep,Fauquier County,135
2020 , Sep,Floyd County,17
2020 , Sep,Fluvanna County,47
2020 , Sep,Franklin City,5
2020 , Sep,Franklin County,115
2020 , Sep,Frederick County,179
2020 , Sep,Fredericksburg City,38
2020 , Sep,Galax City,9
2020 , Sep,Giles County,21
2020 , Sep,Gloucester County,72
2020 , Sep,Goochland County,39
2020 , Sep,Grayson County,18
2020 , Sep,Greene County,30
2020 , Sep,Greensville County,4
2020 , Sep,Halifax County,39
2020 , Sep,Hampton City,216
2020 , Sep,Hanover County,234
2020 , Sep,Harrisonburg City,40
2020 , Sep,Henrico County,481
2020 , Sep,Henry County,42
2020 , Sep,Highland County,4
2020 , Sep,Hopewell City,41
2020 , Sep,Isle of Wight County,77
2020 , Sep,James City County,209
2020 , Sep,King and Queen County,4
2020 , Sep,King George County,51
2020 , Sep,King William County,33
2020 , Sep,Lancaster County,50
2020 , Sep,Lee County,0
2020 , Sep,Lexington City,12
2020 , Sep,Loudoun County,825
2020 , Sep,Louisa County,95
2020 , Sep,Lunenburg County,9
2020 , Sep,Lynchburg City,113
2020 , Sep,Madison County,21
2020 , Sep,Manassas City,74
2020 , Sep,Manassas Park City,19
2020 , Sep,Martinsville City,18
2020 , Sep,Mathews County,26
2020 , Sep,Mecklenburg County,22
2020 , Sep,Middlesex County,38
2020 , Sep,Montgomery County,91
2020 , Sep,Nelson County,66
2020 , Sep,New Kent County,49
2020 , Sep,Newport News City,244
2020 , Sep,Norfolk City,360
2020 , Sep,Northampton County,29
2020 , Sep,Northumberland County,55
2020 , Sep,Norton City,0
2020 , Sep,Nottoway County,11
2020 , Sep,Orange County,90
2020 , Sep,Page County,31
2020 , Sep,Patrick County,15
2020 , Sep,Petersburg City,37
2020 , Sep,Pittsylvania County,36
2020 , Sep,Poquoson City,21
2020 , Sep,Portsmouth City,195
2020 , Sep,Powhatan County,44
2020 , Sep,Prince Edward County,23
2020 , Sep,Prince George County,24
2020 , Sep,Prince William County,813
2020 , Sep,Pulaski County,44
2020 , Sep,Radford City,10
2020 , Sep,Rappahannock County,13
2020 , Sep,Richmond City,274
2020 , Sep,Richmond County,10
2020 , Sep,Roanoke City,136
2020 , Sep,Roanoke County,147
2020 , Sep,Rockbridge County,30
2020 , Sep,Rockingham County,124
2020 , Sep,Russell County,7
2020 , Sep,Salem City,31
2020 , Sep,Scott County,1
2020 , Sep,Shenandoah County,80
2020 , Sep,Smyth County,23
2020 , Sep,Southampton County,23
2020 , Sep,Spotsylvania County,282
2020 , Sep,Stafford County,277
2020 , Sep,Staunton City,33
2020 , Sep,Suffolk City,203
2020 , Sep,Surry County,5
2020 , Sep,Sussex County,10
2020 , Sep,Tazewell County,25
2020 , Sep,Virginia Beach City,895
2020 , Sep,Warren County,98
2020 , Sep,Washington County,35
2020 , Sep,Waynesboro City,47
2020 , Sep,Westmoreland County,57
2020 , Sep,Williamsburg City,13
2020 , Sep,Winchester City,36
2020 , Sep,Wise County,2
2020 , Sep,Wythe County,48
2020 , Sep,York County,129
2020 , Oct,Accomack County,87
2020 , Oct,Albemarle County,180
2020 , Oct,Alexandria City,297
2020 , Oct,Alleghany County,10
2020 , Oct,Amelia County,14
2020 , Oct,Amherst County,40
2020 , Oct,Appomattox County,25
2020 , Oct,Arlington County,266
2020 , Oct,Augusta County,120
2020 , Oct,Bath County,4
2020 , Oct,Bedford County,158
2020 , Oct,Bland County,7
2020 , Oct,Botetourt County,62
2020 , Oct,Bristol City,8
2020 , Oct,Brunswick County,0
2020 , Oct,Buchanan County,4
2020 , Oct,Buckingham County,17
2020 , Oct,Buena Vista City,4
2020 , Oct,Campbell County,64
2020 , Oct,Caroline County,53
2020 , Oct,Carroll County,43
2020 , Oct,Charles City County,1
2020 , Oct,Charlotte County,9
2020 , Oct,Charlottesville City,41
2020 , Oct,Chesapeake City,513
2020 , Oct,Chesterfield County,720
2020 , Oct,Clarke County,19
2020 , Oct,Colonial Heights City,24
2020 , Oct,Covington City,2
2020 , Oct,Craig County,8
2020 , Oct,Culpeper County,89
2020 , Oct,Cumberland County,9
2020 , Oct,Danville City,56
2020 , Oct,Dickenson County,1
2020 , Oct,Dinwiddie County,36
2020 , Oct,Emporia City,0
2020 , Oct,Essex County,21
2020 , Oct,Fairfax City,40
2020 , Oct,Fairfax County,1631
2020 , Oct,Falls Church City,17
2020 , Oct,Fauquier County,155
2020 , Oct,Floyd County,15
2020 , Oct,Fluvanna County,56
2020 , Oct,Franklin City,12
2020 , Oct,Franklin County,104
2020 , Oct,Frederick County,154
2020 , Oct,Fredericksburg City,35
2020 , Oct,Galax City,12
2020 , Oct,Giles County,16
2020 , Oct,Gloucester County,58
2020 , Oct,Goochland County,48
2020 , Oct,Grayson County,24
2020 , Oct,Greene County,33
2020 , Oct,Greensville County,1
2020 , Oct,Halifax County,33
2020 , Oct,Hampton City,220
2020 , Oct,Hanover County,211
2020 , Oct,Harrisonburg City,34
2020 , Oct,Henrico County,503
2020 , Oct,Henry County,40
2020 , Oct,Highland County,4
2020 , Oct,Hopewell City,30
2020 , Oct,Isle of Wight County,65
2020 , Oct,James City County,216
2020 , Oct,King and Queen County,6
2020 , Oct,King George County,48
2020 , Oct,King William County,27
2020 , Oct,Lancaster County,46
2020 , Oct,Lee County,0
2020 , Oct,Lexington City,12
2020 , Oct,Loudoun County,789
2020 , Oct,Louisa County,79
2020 , Oct,Lunenburg County,15
2020 , Oct,Lynchburg City,115
2020 , Oct,Madison County,10
2020 , Oct,Manassas City,74
2020 , Oct,Manassas Park City,23
2020 , Oct,Martinsville City,18
2020 , Oct,Mathews County,18
2020 , Oct,Mecklenburg County,29
2020 , Oct,Middlesex County,26
2020 , Oct,Montgomery County,92
2020 , Oct,Nelson County,72
2020 , Oct,New Kent County,47
2020 , Oct,Newport News City,231
2020 , Oct,Norfolk City,357
2020 , Oct,Northampton County,28
2020 , Oct,Northumberland County,49
2020 , Oct,Norton City,0
2020 , Oct,Nottoway County,13
2020 , Oct,Orange County,59
2020 , Oct,Page County,26
2020 , Oct,Patrick County,29
2020 , Oct,Petersburg City,43
2020 , Oct,Pittsylvania County,39
2020 , Oct,Poquoson City,19
2020 , Oct,Portsmouth City,188
2020 , Oct,Powhatan County,51
2020 , Oct,Prince Edward County,15
2020 , Oct,Prince George County,45
2020 , Oct,Prince William County,894
2020 , Oct,Pulaski County,44
2020 , Oct,Radford City,22
2020 , Oct,Rappahannock County,22
2020 , Oct,Richmond City,319
2020 , Oct,Richmond County,4
2020 , Oct,Roanoke City,144
2020 , Oct,Roanoke County,155
2020 , Oct,Rockbridge County,32
2020 , Oct,Rockingham County,123
2020 , Oct,Russell County,12
2020 , Oct,Salem City,32
2020 , Oct,Scott County,0
2020 , Oct,Shenandoah County,76
2020 , Oct,Smyth County,19
2020 , Oct,Southampton County,19
2020 , Oct,Spotsylvania County,284
2020 , Oct,Stafford County,308
2020 , Oct,Staunton City,41
2020 , Oct,Suffolk City,209
2020 , Oct,Surry County,8
2020 , Oct,Sussex County,6
2020 , Oct,Tazewell County,23
2020 , Oct,Virginia Beach City,869
2020 , Oct,Warren County,82
2020 , Oct,Washington County,41
2020 , Oct,Waynesboro City,32
2020 , Oct,Westmoreland County,52
2020 , Oct,Williamsburg City,15
2020 , Oct,Winchester City,38
2020 , Oct,Wise County,0
2020 , Oct,Wythe County,31
2020 , Oct,York County,110
2020 , Nov,Accomack County,71
2020 , Nov,Albemarle County,158
2020 , Nov,Alexandria City,232
2020 , Nov,Alleghany County,13
2020 , Nov,Amelia County,10
2020 , Nov,Amherst County,22
2020 , Nov,Appomattox County,18
2020 , Nov,Arlington County,225
2020 , Nov,Augusta County,80
2020 , Nov,Bath County,5
2020 , Nov,Bedford County,139
2020 , Nov,Bland County,10
2020 , Nov,Botetourt County,46
2020 , Nov,Bristol City,6
2020 , Nov,Brunswick County,0
2020 , Nov,Buchanan County,3
2020 , Nov,Buckingham County,9
2020 , Nov,Buena Vista City,6
2020 , Nov,Campbell County,67
2020 , Nov,Caroline County,60
2020 , Nov,Carroll County,38
2020 , Nov,Charles City County,2
2020 , Nov,Charlotte County,3
2020 , Nov,Charlottesville City,43
2020 , Nov,Chesapeake City,431
2020 , Nov,Chesterfield County,635
2020 , Nov,Clarke County,20
2020 , Nov,Colonial Heights City,22
2020 , Nov,Covington City,2
2020 , Nov,Craig County,4
2020 , Nov,Culpeper County,77
2020 , Nov,Cumberland County,8
2020 , Nov,Danville City,48
2020 , Nov,Dickenson County,0
2020 , Nov,Dinwiddie County,28
2020 , Nov,Emporia City,1
2020 , Nov,Essex County,11
2020 , Nov,Fairfax City,32
2020 , Nov,Fairfax County,1454
2020 , Nov,Falls Church City,10
2020 , Nov,Fauquier County,112
2020 , Nov,Floyd County,21
2020 , Nov,Fluvanna County,42
2020 , Nov,Franklin City,8
2020 , Nov,Franklin County,97
2020 , Nov,Frederick County,160
2020 , Nov,Fredericksburg City,37
2020 , Nov,Galax City,9
2020 , Nov,Giles County,19
2020 , Nov,Gloucester County,57
2020 , Nov,Goochland County,43
2020 , Nov,Grayson County,16
2020 , Nov,Greene County,20
2020 , Nov,Greensville County,2
2020 , Nov,Halifax County,20
2020 , Nov,Hampton City,201
2020 , Nov,Hanover County,152
2020 , Nov,Harrisonburg City,39
2020 , Nov,Henrico County,440
2020 , Nov,Henry County,35
2020 , Nov,Highland County,1
2020 , Nov,Hopewell City,37
2020 , Nov,Isle of Wight County,75
2020 , Nov,James City County,166
2020 , Nov,King and Queen County,8
2020 , Nov,King George County,40
2020 , Nov,King William County,33
2020 , Nov,Lancaster County,28
2020 , Nov,Lee County,0
2020 , Nov,Lexington City,5
2020 , Nov,Loudoun County,669
2020 , Nov,Louisa County,57
2020 , Nov,Lunenburg County,10
2020 , Nov,Lynchburg City,115
2020 , Nov,Madison County,17
2020 , Nov,Manassas City,57
2020 , Nov,Manassas Park City,21
2020 , Nov,Martinsville City,14
2020 , Nov,Mathews County,19
2020 , Nov,Mecklenburg County,13
2020 , Nov,Middlesex County,25
2020 , Nov,Montgomery County,86
2020 , Nov,Nelson County,58
2020 , Nov,New Kent County,54
2020 , Nov,Newport News City,215
2020 , Nov,Norfolk City,304
2020 , Nov,Northampton County,26
2020 , Nov,Northumberland County,34
2020 , Nov,Norton City,0
2020 , Nov,Nottoway County,9
2020 , Nov,Orange County,65
2020 , Nov,Page County,29
2020 , Nov,Patrick County,18
2020 , Nov,Petersburg City,37
2020 , Nov,Pittsylvania County,25
2020 , Nov,Poquoson City,23
2020 , Nov,Portsmouth City,157
2020 , Nov,Powhatan County,45
2020 , Nov,Prince Edward County,11
2020 , Nov,Prince George County,26
2020 , Nov,Prince William County,694
2020 , Nov,Pulaski County,39
2020 , Nov,Radford City,15
2020 , Nov,Rappahannock County,14
2020 , Nov,Richmond City,284
2020 , Nov,Richmond County,4
2020 , Nov,Roanoke City,106
2020 , Nov,Roanoke County,143
2020 , Nov,Rockbridge County,22
2020 , Nov,Rockingham County,109
2020 , Nov,Russell County,6
2020 , Nov,Salem City,42
2020 , Nov,Scott County,1
2020 , Nov,Shenandoah County,87
2020 , Nov,Smyth County,17
2020 , Nov,Southampton County,14
2020 , Nov,Spotsylvania County,269
2020 , Nov,Stafford County,226
2020 , Nov,Staunton City,46
2020 , Nov,Suffolk City,178
2020 , Nov,Surry County,1
2020 , Nov,Sussex County,5
2020 , Nov,Tazewell County,15
2020 , Nov,Virginia Beach City,759
2020 , Nov,Warren County,77
2020 , Nov,Washington County,39
2020 , Nov,Waynesboro City,42
2020 , Nov,Westmoreland County,52
2020 , Nov,Williamsburg City,18
2020 , Nov,Winchester City,32
2020 , Nov,Wise County,1
2020 , Nov,Wythe County,28
2020 , Nov,York County,104
2020 , Dec,Accomack County,64
2020 , Dec,Albemarle County,171
2020 , Dec,Alexandria City,256
2020 , Dec,Alleghany County,11
2020 , Dec,Amelia County,14
2020 , Dec,Amherst County,45
2020 , Dec,Appomattox County,19
2020 , Dec,Arlington County,271
2020 , Dec,Augusta County,96
2020 , Dec,Bath County,6
2020 , Dec,Bedford County,128
2020 , Dec,Bland County,7
2020 , Dec,Botetourt County,35
2020 , Dec,Bristol City,4
2020 , Dec,Brunswick County,2
2020 , Dec,Buchanan County,0
2020 , Dec,Buckingham County,12
2020 , Dec,Buena Vista City,18
2020 , Dec,Campbell County,67
2020 , Dec,Caroline County,54
2020 , Dec,Carroll County,36
2020 , Dec,Charles City County,6
2020 , Dec,Charlotte County,8
2020 , Dec,Charlottesville City,42
2020 , Dec,Chesapeake City,466
2020 , Dec,Chesterfield County,719
2020 , Dec,Clarke County,30
2020 , Dec,Colonial Heights City,27
2020 , Dec,Covington City,3
2020 , Dec,Craig County,6
2020 , Dec,Culpeper County,71
2020 , Dec,Cumberland County,11
2020 , Dec,Danville City,54
2020 , Dec,Dickenson County,0
2020 , Dec,Dinwiddie County,27
2020 , Dec,Emporia City,1
2020 , Dec,Essex County,12
2020 , Dec,Fairfax City,31
2020 , Dec,Fairfax County,1413
2020 , Dec,Falls Church City,11
2020 , Dec,Fauquier County,130
2020 , Dec,Floyd County,15
2020 , Dec,Fluvanna County,63
2020 , Dec,Franklin City,14
2020 , Dec,Franklin County,101
2020 , Dec,Frederick County,168
2020 , Dec,Fredericksburg City,43
2020 , Dec,Galax City,16
2020 , Dec,Giles County,11
2020 , Dec,Gloucester County,58
2020 , Dec,Goochland County,47
2020 , Dec,Grayson County,15
2020 , Dec,Greene County,25
2020 , Dec,Greensville County,1
2020 , Dec,Halifax County,34
2020 , Dec,Hampton City,239
2020 , Dec,Hanover County,203
2020 , Dec,Harrisonburg City,43
2020 , Dec,Henrico County,482
2020 , Dec,Henry County,52
2020 , Dec,Highland County,1
2020 , Dec,Hopewell City,39
2020 , Dec,Isle of Wight County,85
2020 , Dec,James City County,177
2020 , Dec,King and Queen County,7
2020 , Dec,King George County,33
2020 , Dec,King William County,31
2020 , Dec,Lancaster County,40
2020 , Dec,Lee County,0
2020 , Dec,Lexington City,10
2020 , Dec,Loudoun County,660
2020 , Dec,Louisa County,84
2020 , Dec,Lunenburg County,11
2020 , Dec,Lynchburg City,113
2020 , Dec,Madison County,24
